1;arms_factory;2.00;14.28;2029.00;1.16;0
1;arms_factory;7.00;14.30;2017.00;5.28;0
1;arms_factory;16.00;14.55;2012.00;0.20;0
1;arms_factory;9.00;14.28;2020.00;3.22;0
1;arms_factory;21.00;14.98;2017.00;5.88;0
1;arms_factory;27.00;15.18;2043.00;2.26;0
1;industrial_complex;8.00;14.07;2045.00;0.11;0
1;industrial_complex;27.00;15.00;2045.00;1.67;0
1;industrial_complex;18.00;14.65;2039.00;5.79;0
1;industrial_complex;8.00;14.28;2031.00;0.71;0
1;industrial_complex;27.00;15.25;2041.00;4.83;0
1;industrial_complex;8.00;14.20;2042.00;0.11;0
1;air_base;28.00;15.10;2027.00;2.78;0
1;bunker;5.00;14.03;2046.00;5.44;0
1;bunker;18.00;14.57;2018.00;2.17;0
1;bunker;6.00;14.23;2014.00;3.38;0
1;bunker;20.00;14.95;2040.00;1.22;0
1;anti_air_building;19.00;14.63;2026.00;5.34;0
1;anti_air_building;18.00;14.45;2021.00;5.45;0
1;anti_air_building;11.00;14.25;2028.00;3.29;0
1;synthetic_refinery;17.00;14.53;2023.00;5.95;0
1;radar_station;18.00;14.55;2027.00;3.84;0
1;rocket_site;10.00;14.28;2025.00;3.89;0
1;nuclear_reactor;23.00;15.18;2019.00;1.73;0
2;arms_factory;36.00;15.98;2042.00;0.20;0
2;arms_factory;55.00;16.75;2025.00;3.22;0
2;arms_factory;106.00;18.50;2033.00;5.88;0
2;arms_factory;57.00;16.80;2012.00;2.26;0
2;arms_factory;72.00;17.77;2039.00;0.11;0
2;arms_factory;94.00;16.93;2004.00;1.67;0
2;industrial_complex;56.00;17.05;2046.00;5.79;0
2;industrial_complex;92.00;16.80;1987.00;0.71;0
2;industrial_complex;40.00;15.53;2024.00;4.83;0
2;industrial_complex;102.00;18.55;2036.00;0.11;0
2;industrial_complex;70.00;17.45;2034.00;2.78;0
2;industrial_complex;91.00;16.80;2017.00;5.44;0
2;air_base;63.00;18.05;2040.00;2.17;0
2;bunker;32.00;15.50;2039.00;3.38;0
2;bunker;87.00;16.80;2009.00;1.22;0
2;bunker;59.00;18.00;2038.00;5.34;0
2;bunker;66.00;16.80;2021.00;5.45;0
2;bunker;79.00;16.48;2012.00;3.29;0
2;bunker;84.00;18.00;2038.00;5.95;0
2;bunker;91.00;16.85;2020.00;2.33;0
2;bunker;105.00;18.13;2031.00;3.89;0
2;anti_air_building;36.00;15.30;2019.00;1.73;0
2;anti_air_building;105.00;17.68;2024.00;4.40;0
2;anti_air_building;72.00;16.80;2013.00;0.78;0
2;synthetic_refinery;99.00;16.93;2014.00;2.34;0
2;radar_station;70.00;16.83;2015.00;0.45;0
2;rocket_site;100.00;18.13;2043.00;2.84;0
2;nuclear_reactor;66.00;17.77;2041.00;5.50;0
3;arms_factory;177.00;21.40;2031.00;5.88;0
3;arms_factory;181.00;21.10;2004.00;2.26;0
3;arms_factory;143.00;20.58;2011.00;0.11;0
3;arms_factory;168.00;21.15;2032.00;1.67;0
3;arms_factory;199.00;21.08;2019.00;5.79;0
3;arms_factory;184.00;21.00;2023.00;0.71;0
3;industrial_complex;146.00;18.65;2046.00;4.83;0
3;industrial_complex;136.00;19.75;2043.00;0.11;0
3;industrial_complex;201.00;20.30;2038.00;2.78;0
3;industrial_complex;181.00;20.33;2021.00;5.44;0
3;industrial_complex;126.00;20.80;2034.00;2.17;0
3;industrial_complex;167.00;20.58;2041.00;3.38;0
3;air_base;200.00;20.60;2036.00;1.22;0
3;bunker;136.00;20.23;1980.00;5.34;0
3;bunker;165.00;20.55;2041.00;5.45;0
3;bunker;192.00;21.60;2015.00;3.29;0
3;bunker;151.00;20.83;2008.00;5.95;0
3;bunker;130.00;20.20;1983.00;2.33;0
3;bunker;126.00;19.43;2043.00;3.89;0
3;bunker;196.00;18.20;2045.00;1.73;0
3;bunker;133.00;20.68;2037.00;4.40;0
3;bunker;125.00;19.33;2010.00;0.78;0
3;bunker;153.00;20.80;2019.00;2.34;0
3;bunker;158.00;21.20;1994.00;0.18;0
3;bunker;172.00;21.35;2038.00;2.84;0
